"The Letter Q: Queer Writers' Notes to Their Younger Selves","Moon","Sarah","Banned by restriction","",""
"Journey to the River Sea","Ibbotson","Eva","Banned pending investigation","",""
"Fighting Words","Bradley","Kimberly Brubaker","Banned pending investigation","Ten-year-old Della has always had her older sister, Suki: When their mom went to prison, Della had Suki. When their mom's boyfriend took them in, Della had Suki. When that same boyfriend did something so awful they had to run fast, Della had Suki. Suki is Della's own wolf -- her protector. But who has been protecting Suki? Della might get told off for swearing at school, but she has always known how to keep quiet where it counts. Then Suki tries to kill herself, and Della's world turns so far upside down, it feels like it's shaking her by the ankles. Maybe she's been quiet about the wrong things. Maybe it's time to be loud.  In this powerful novel that explodes the stigma around child sexual abuse and leavens an intense tale with compassion and humor, Kimberly Brubaker Bradley tells a story about two sisters, linked by love and trauma, who must find their own voices before they can find their way back to each other.","Middle Grade, Realistic Fiction, Fiction, Young Adult, Abuse, Mental Health, Contemporary"
"The Last Boy and Girl in the World","Vivian","Siobhan","Banned pending investigation","What if your town was sliding underwater and everyone was ordered to pack up and leave? How would you and your friends spend your last days together?  While the adults plan for the future, box up their possessions, and find new places to live, Keeley Hewitt and her friends decide to go out with a bang. There are parties in abandoned houses. Canoe races down Main Street. The goal is to make the most of every minute they still have together.  And for Keeley, that means taking one last shot at the boy she’s loved forever.  There’s a weird sort of bravery that comes from knowing there’s nothing left to lose. You might do things you normally wouldn’t. Or say things you shouldn’t. The reward almost always outweighs the risk.  Almost.  It’s the end of Aberdeen, but the beginning of Keeley’s first love story. It just might not turn out the way she thought. Because it’s not always clear what’s worth fighting for and what you should let become a memory.","Young Adult, Contemporary, Romance, Fiction, Young Adult Contemporary, Realistic Fiction, Audiobook"
"Thomas Paine: Crusader for Liberty","Marrin","Albert","Banned pending investigation","From National Book Award finalist Albert Marrin comes a compelling look at the life and impact of Thomas Paine and the profound power of ideas.  Uneducated as a boy, Thomas Paine grew up to become one of the most influential writers of the 18th century. He brought the world Common Sense , Rights of Man , and The Age of Reason ; simply written, verbal battles against political, civil, and religious ignorance.  Dubbed 'The Father of the American Revolution', Paine began his written reign by fervently proposing the idea of American independence from Great Britain, where he lived before emigrating to the United States in his thirties. As one historical event led to another, Paine continued to divulge his ideas to the public, risking his reputation and even his life. Award-winning author Albert Marrin illustrates the hardships and significance of a man's beliefs and its affects on our nation in a way that all ages can comprehend.","Biography, History, Nonfiction, American History, Politics, Middle Grade, Historical"
"Flame in the Mist","Ahdieh","Renée","Banned","The only daughter of a prominent samurai, Mariko has always known she’d been raised for one purpose and one purpose only: to marry. Never mind her cunning, which rivals that of her twin brother, Kenshin, or her skills as an accomplished alchemist. Since Mariko was not born a boy, her fate was sealed the moment she drew her first breath.  So, at just seventeen years old, Mariko is sent to the imperial palace to meet her betrothed, a man she did not choose, for the very first time. But the journey is cut short when Mariko’s convoy is viciously attacked by the Black Clan, a dangerous group of bandits who’ve been hired to kill Mariko before she reaches the palace.  The lone survivor, Mariko narrowly escapes to the woods, where she plots her revenge. Dressed as a peasant boy, she sets out to infiltrate the Black Clan and hunt down those responsible for the target on her back. Once she’s within their ranks, though, Mariko finds for the first time she’s appreciated for her intellect and abilities. She even finds herself falling in love—a love that will force her to question everything she’s ever known about her family, her purpose, and her deepest desires.","Fantasy, Young Adult, Romance, Retellings, Historical Fiction, Young Adult Fantasy, Fiction"
"Teardrop","Kate","Lauren","Banned pending investigation","Never, ever cry...  Seventeen-year-old Eureka won't let anyone close enough to feel her pain. After her mother was killed in a freak accident, the things she used to love hold no meaning. She wants to escape, but one thing holds her back: Ander, the boy who is everywhere she goes, whose turquoise eyes are like the ocean. And then Eureka uncovers an ancient tale of romance and heartbreak, about a girl who cried an entire continent into the sea. Suddenly her mother's death and Ander's appearance seem connected, and her life takes on dark undercurrents that don't make sense. Can everything you love be washed away?","Fantasy, Young Adult, Romance, Paranormal, Mythology, Fiction, Magic"
"My Life as a Smashed Burrito With Extra Hot Sauce","Myers","Bill","Banned pending investigation","Twelve-year-old Wally, a computer whiz who is a ""walking disaster area,"" ends up in a competition with the bully of Camp Whacka-Whacka, and when they find themselves fighting for their lives, Wally realizes that even his worst enemy needs God.","Fiction, Christian, Childrens, Christian Fiction, Humor, Middle Grade, Young Adult"
"Twelve Sharp","Evanovich","Janet","Banned","As bungling bounty hunter Stephanie Plum deals with the usual bail jumpers and struggles with chaotic relationships, a new twist emerges in the form of a mysterious female stalker. The latest madcap adventure in Janet Evanovich's Stephanie Plum series, Twelve Sharp will delight both new readers and devoted fans.   From the Hardcover edition.","Mystery, Fiction, Humor, Chick Lit, Romance, Crime, Audiobook"
"Over You","Reed","Amy","Banned","An intense friendship fractures in this gritty, realistic novel from the author of Beautiful, Clean, and Crazy, which School Library Journal called compelling and moving.  Max would follow Sadie anywhere, so when Sadie decides to ditch her problems and escape to Nebraska for the summer, it's only natural for Max to go along. Max is Sadie's confidante, her protector, and her best friend. This summer will be all about them. This summer will be perfect.  And then they meet Dylan. Dylan is dark, dangerous, and intoxicating, and he awakens something in Max that she never knew existed. No matter how much she wants to, she can't back away from him.  But Sadie has her own intensity, and has never allowed Max to become close with anyone else. Max doesn't know who she is without Sadie, but she'd better start learning. Because if she doesn't make a decision about Dylan, about Sadie, about herself it's going to be made for her.","Young Adult, LGBT, Fiction, Teen, Queer, Bisexual, Realistic Fiction"
"Toys","Patterson","James","Banned by restriction","Hays Baker and his wife Lizbeth possess super-human strength, extraordinary intelligence, stunning looks, a sex life to die for, and two beautiful children. Of course, they do--they're Elites, endowed at birth with the very best that the world can offer. The only problem in their perfect world: humans and their toys!  The one with the most toys--dies  The top operative for the Agency of Change, Hays has just won the fiercest battle of his career. He has been praised by the President, and is a national hero. But before he can savor his triumph, he receives an unbelievable shock that overturns everything he thought was true. Suddenly Hays is on the other side of the gun, forced to leave his perfect family and fight for his life.  Now a hunted fugitive, Hays is thrown into a life he never dreamed possible--fighting to humans everywhere from extinction. He enlists all of his training to uncover the truth that will save millions of lives--maybe even his own.","Fiction, Thriller, Mystery, Science Fiction, Suspense, Audiobook, Mystery Thriller"
"Male/Female Roles (BL)","Leone","Bruno","Banned","Presents opposing viewpoints about changing sex roles and the effect these changes have on individuals, interpersonal relationships, and society. Includes discussion questions and exercises.",""
"Alias Grace","Atwood","Margaret","Banned by restriction","It's 1843, and Grace Marks has been convicted for her involvement in the vicious murders of her employer and his housekeeper and mistress. Some believe Grace is innocent; others think her evil or insane. Now serving a life sentence, Grace claims to have no memory of the murders.  An up-and-coming expert in the burgeoning field of mental illness is engaged by a group of reformers and spiritualists who seek a pardon for Grace. He listens to her story while bringing her closer and closer to the day she cannot remember. What will he find in attempting to unlock her memories?  Captivating and disturbing, showcases best-selling, Booker Prize-winning author Margaret Atwood at the peak of her powers.","Historical Fiction, Fiction, Mystery, Historical, Classics, Canada, Literary Fiction"
"Four Past Midnight","King","Stephen","Banned","Alternate Cover Edition of ISBN 0450542882  At midnight comes the point of balance. Of danger. The instant of utter stillness when between two beats of the heart, an alternative reality can slip through, like a blade between the ribs, and switch you into a new and terrifying world.  ""Four Past Midnight"": four heart-stopping accounts of that moment when the familiar world fractures beyond sense, the fragments spinning away from the desperate, clutching reach of sanity...","Horror, Fiction, Short Stories, Thriller, Fantasy, Mystery, Suspense"
"Spinners","Napoli","Donna Jo","Banned pending investigation","Elaborates on the events recounted in the fairy tale, ""Rumpelstiltskin,"" in which a strange little man helps a miller's daughter spin straw into gold for the king on the condition that she will give him her first-born child. Reprint.","Fantasy, Young Adult, Fairy Tales, Fiction, Retellings, Fairy Tale Retellings, Romance"
"What If We Were...","Lenoir","Axelle","Banned pending investigation","Teen girls rewrite the universe on a daily basis! This comic collection proves there's nothing better than using your imagination... except maybe talking nonsense with your friends. Hey, why not both?  Nathalie and Marie are 17 years old and best friends. Since elementary school, they've been creatively filling moments of boredom with a game called ""What If We Were...?"". One player names a topic -- let's say ""vampire slayers"" for example -- and then both imagine what life would be like as that subject. ""I would only hunt vampires during daytime, because it would be less exhausting"" would be a good answer. ""I would only hunt them for sport, to eventually sell their skins"" could be another, if a little disturbing.  Easy to play, but hard to master. An expert player will know how to think outside the box and surprise their opponent. And after all these years, Nathalie and Marie are experts!  collects dozens of these games as hilarious and addictive comic strips, along with super-fun bonus material like diary entries, bonus comics, and more.","Graphic Novels, Young Adult, Comics, LGBT, Humor, Fiction, Contemporary"
"The Killer's Cousin","Werlin","Nancy","Banned pending investigation","Recently acquitted of murder, 17-year-old David has moved to Massachusetts to complete his senior year of high school. His aunt and uncle have offered him shelter--escape from the media's incessant questions and from the uncertain glances of his neighbors and ex-friends.  His attic apartment doesn't feel much like a shelter, though. He sees ghostly shadows at night, his aunt is strangely cold, and his 11-year-old cousin Lily is downright hostile. And as Lily's behavior becomes more and more threatening, David can't help but wonder what ugly secrets lurk within the walls of Lily's home.  There's one thing David knows with certainty. The more he learns about his cousin Lily, the harder it is to avoid thinking about his own past.","Young Adult, Mystery, Thriller, Fiction, Realistic Fiction, Suspense, Teen"
"The Best from Fantasy and Science Fiction: A Special 25th Anniversary Anthology","Ferman","Edward L.","Banned pending investigation","The Magazine of Fantasy and Science Fiction publishes a special author issue on occasion; the author selected is honored by the inclusion of a major new story, a critical essay on his work, and a comprehensive bibliography. The special contents of the first six one-author issues is gathered in this volume. Stories include: When You Care, When You Love, by Theodore Sturgeon (1963 Hugo Award nominee); To the Chicago Abyss, by Ray Bradbury; The Key, by Isaac Asimov; Ship of Shadows, by Fritz Leiber (winner, 1970 Hugo Award; nominated, 1969 Nebula Award); The Queen of Air and Darkness, by Poul Anderson (Winner, 1971 Nebula Award; 1972 Hugo Award; 1972 Locus Poll Award, Best Short Fiction); and Midsummer Century, by James Blish (5th place, 1973 Locus Poll Award, Best Novella). There are also essays and bibliographies for each of these authors, brought up to date as of this book publication, and an introduction by Edward L. Ferman.","Science Fiction, Fantasy, Short Stories, Anthologies, Fiction"
"Plenty of Hugs","Manushkin","Fran","Banned by restriction","Two mommies spend a sunny day with their toddler in this cozy, rhyming picture book that is a loving celebration of family.  This cheerful book follows a family from morning to night in lively rhyme that rolls off the tongue. There's a buzz for each bug, and a breeze for each tree, and plenty of hugs for you and me. The toddler and his mommies take a morning bike ride to a farm stand, they visit a zoo in the afternoon, and in the evening there's the bath and storybook routine before the child is tucked cozily into bed. The world is full of wonders. Just look around: It's true. There are seas for ships, and kisses for lips, so I can say that I love you. This is sure to become a preschool favorite, for bedtime and any time.","Picture Books, LGBT, Family, Storytime, Childrens, Love, Fiction"
"If You Come Softly","Woodson","Jacqueline","Banned","Both Elisha (Ellie) and Jeremiah (Miah) attend Percy Academy, a private school where neither quite fits in. Ellie is wrestling with family demons, and Miah is one of the few African American students. The two of them find each other, and fall in love -- but they are hesitant to share their newfound happiness with their friends and families, who will not understand. At the end, life makes the brutal choice for them.","Young Adult, Romance, Fiction, Contemporary, Realistic Fiction, Audiobook, African American"
"Goddess Interrupted","Carter","Aimée","Banned pending investigation","Kate Winters has won immortality. But if she wants a life with Henry in the Underworld, she'll have to fight for it.  Becoming immortal wasn't supposed to be the easy part. Though Kate is about to be crowned Queen of the Underworld, she's as isolated as ever. And despite her growing love for Henry, ruler of the Underworld, he's becoming ever more distant and secretive. Then, in the midst of Kate's coronation, Henry is abducted by the only being powerful enough to kill him: the King of the Titans. As the other gods prepare for a war that could end them all, it is up to Kate to save Henry from the depths of Tartarus. But in order to navigate the endless caverns of the Underworld, Kate must enlist the help of the one person who is the greatest threat to her future.","Mythology, Young Adult, Fantasy, Romance, Paranormal, Greek Mythology, Fiction"
"City of Thieves (AL)","London","Alex","Banned","In a modern mega-city built around dragons, one boy gets caught up in the world of underground dragon battles and a high-stakes gang war that could tear his family apart.  Once, dragons nearly drove themselves to extinction. But in the city of Drakopolis, humans domesticated them centuries ago. Now dragons haul the city’s cargo, taxi its bustling people between skyscrapers, and advertise its wares in bright, neon displays. Most famously of all, the dragons battle. Different breeds take to the skies in nighttime bouts between the infamous kins—criminal gangs who rule through violence and intimidation.  Abel has always loved dragons, but after a disastrous showing in his dragon rider’s exam, he's destined never to fly one himself. All that changes the night his sister appears at his window, entrusting him with a secret...and a stolen dragon.  Turns out, his big sister is a dragon thief! Too bad his older brother is a rising star in Drakopolis law enforcement...  To protect his friends and his family, Abel must partner with the stolen beast, riding in kin battles and keeping more secrets than a dragon has scales.  When everyone wants him fighting on their side, can Abel figure out what's worth fighting ?","Fantasy, Middle Grade, Dragons, LGBT, Science Fiction, Audiobook, Young Adult"
"Catherine the Great: Life and Legend","Alexander","John T.","Banned pending investigation","One of the most colorful characters in modern history, Catherine II of Russia began her life as a minor German princess, until the childless Empress Elizabeth and Catherine's own scheming mother married her off to the Grand Duke Peter of Russia at age sixteen. By thirty-three, she had overthrown her husband in a bloodless coup and established herself as Empress of the multinational Russian Empire, the largest territorial political unit in modern history. Portrayed both as a political genius who restored to Russia the glory it had known in the days of Peter the Great and as a despotic foreign adventuress who usurped the Russian throne, murdered her rivals, and tyrannized her subjects, she was, by all accounts, an extraordinary woman. Catherine the Great , the first popular biography of the empress based on contemporary scholarship, provides a vivid portrait of Catherine as a mother, a lover, and, above all, an extremely savvy ruler. Concentrating on her long reign (1762-96), John Alexander examines all aspects of Catherine's life and the brilliant political strategies by which she won the acceptance of a nationalistic elite; her expansive foreign policy; the domestic reforms with which she revamped the Russian military, political structure, and economy; and, of course, her infamous love life. Beginning with an account of the dramatic palace revolt by which Catherine unseated her husband and a background chapter describing the circumstances of her early childhood and marriage, Alexander then proceeds chronologically through the thirty-four years of her reign. Presenting Catherine in more human terms than previous biographers have, Alexander includes numerous quotations from her reminiscences and notes. We learn, for instance, not only the names and number of her lovers, but her understanding of what many considered a shocking licentiousness. ""The trouble is,"" she wrote, ""that my heart would not willingly remain one hour without love."" The result of twenty years' research by one of America's leading narrative historians of modern Russia, this truly impressive work offers a much-needed, balanced reappraisal of one of history's most scandal-ridden figures.","Biography, History, Russia, Nonfiction, Russian History, Historical, European History"
"Tempted (PCC)","Cast","P. C.","Banned","So...you'd think after banishing an immortal being and a fallen High Priestess, saving Stark's life, biting Heath, getting a headache from Erik, and almost dying, Zoey Redbird would catch a break. Sadly, a break is not in the House of Night school forecast for the High Priestess in training and her gang. Juggling three guys is anything but a stress reliever, especially when one of them is a sexy Warrior who is so into protecting Zoey that he can sense her emotions.  Speaking of stress, the dark force lurking in the tunnels under the Tulsa Depot is spreading, and Zoey is beginning to believe Stevie Rae could be responsible for a lot more than a group of misfit red fledglings. Aphrodite's visions warn Zoey to stay away from Kalona and his dark allure, but they also show that it is Zoey who has the power to stop the evil immortal. Soon it becomes obvious that Zoey has no choice: if she doesn't go to Kalona he will exact a fiery vengeance on those closest to her. Will Zoey have the courage to chance losing her life, her heart, and her soul? Find out in the next spectacular installment in the House of Night Series, ""Tempted.""","Young Adult, Vampires, Fantasy, Paranormal, Romance, Fiction, Supernatural"
"Friction","Frank","E.R.","Banned","Most well-known for her devastatingly poignant teen tales of urban desperation and redemption, renowned young adult author E. R. Frank switches gears and narrows her focus to the pivotal events of one 8th grade classroom.  The progressive petri dish of Forest Alternative's middle school is stirred the wrong way when sophisticated, tongue-ringed Stacy makes the scene. Almost immediately, Stacy takes advantage of the school's relaxed and experimental atmosphere to start a little excitement.  For reasons known only to herself, she begins to insinuate that Simon, the 8th grade's idealistic, good-looking young teacher, is in love with Alex, 's mild mannered first person narrator. Embarrassed and infuriated, Alex tries to squelch the gossip, but only manages to make herself look more guilty to her classmates. When she finally confronts Stacy, Alex is horrified when Stacy tearfully admits that the reason she's been spreading the rumors is to draw attention away from the fact that Simon is actually molesting her. Confused and half caught up in Stacy's stories herself, Alex makes the mistake of trusting her shifting feelings instead of what she knows to be true, irreparably harming her admired teacher in the process.  is a provocative, deadly accurate portrayal of puberty, in all its manipulative, perplexing, unmanageable glory. Alex's quest to discover the definition of truth is a journey every teenager makes, and teen readers of will take great comfort in the fact that a trusted author, who clearly hasn't forgotten adolescence herself, is helping to chart the path. (Ages 12 to 15)","Young Adult, Realistic Fiction, Abuse, Contemporary, Fiction, Teen, Coming Of Age"
"A List of Cages","Roe","Robin","Banned pending investigation","When Adam Blake lands the best elective ever in his senior year, serving as an aide to the school psychologist, he thinks he’s got it made. Sure, it means a lot of sitting around, which isn’t easy for a guy with ADHD, but he can’t complain, since he gets to spend the period texting all his friends. Then the doctor asks him to track down the troubled freshman who keeps dodging her, and Adam discovers that the boy is Julian—the foster brother he hasn’t seen in five years.  Adam is ecstatic to be reunited. At first, Julian seems like the boy he once knew. He’s still kindhearted. He still writes stories and loves picture books meant for little kids. But as they spend more time together, Adam realizes that Julian is keeping secrets, like where he hides during the middle of the day, and what’s really going on inside his house. Adam is determined to help him, but his involvement could cost both boys their lives…","Young Adult, Contemporary, Fiction, Mental Health, Realistic Fiction, Young Adult Contemporary, Abuse"
"Valiant","Black","Holly","Banned pending investigation","When seventeen-year-old Valerie runs away to New York City, she's trying to escape a life that has utterly betrayed her. Sporting a new identity, she takes up with a gang of squatters who live in the city's labyrinthine subway system.  But there's something eerily beguiling about Val's new friends. And when one talks Val into tracking down the lair of a mysterious creature with whom they are all involved, Val finds herself torn between her newfound affection for an honorable monster and her fear of what her new friends are becoming.","Fantasy, Young Adult, Urban Fantasy, Fae, Romance, Fairies, Fiction"
"A Game of Fox and Squirrels","Reese","Jenn","Banned pending investigation","After an incident shatters their family, eleven-year old Samantha and her older sister Caitlin are sent to live in rural Oregon with an aunt they've never met. Sam wants nothing more than to go back to the way things were… before she spoke up about their father's anger.  When Aunt Vicky gives Sam a mysterious card game called ""A Game of Fox & Squirrels,"" Sam falls in love with the animal characters, especially the charming trickster fox, Ashander. Then one day Ashander shows up in Sam’s room and offers her an adventure and a promise: find the Golden Acorn, and Sam can have anything she desires.  But the fox is hiding rules that Sam isn't prepared for, and her new home feels more tempting than she'd ever expected. As Sam is swept up in the dangerous quest, the line between magic and reality grows thin. If she makes the wrong move, she'll lose far more than just a game.","Middle Grade, Fantasy, Magical Realism, Fiction, Animals, Childrens, Abuse"
"You're the One That I Want","Von Ziegesar","Cecily","Banned pending investigation","Welcome to New York City's Upper East Side, where my friends and I live in gorgeous apartments, go to exclusive private schools, and make Manhattan our own personal playground. It might look hard to be this fabulous, but for us it's as easy as sleeping with your best friend's boyfriend.  Enter the world of Gossip Girl - a world of jealousy, betrayal, and $400 Christian Louboutin sandals.  Our college acceptance letters are arriving today. Those who do best will act all shocked and modest; the ones who fail miserably will declare how unimportant it all is, even though they secretly know they are doomed; Fee Fie Foe Fum, I smell a cat fight! But after today it's time to get back to what's important: our love lives. Can't wait for this day to be over so the real fun can begin!! Good luck, everybody.  You know you love me, gossip girl","Young Adult, Chick Lit, Contemporary, Fiction, Romance, Teen, High School"
"Up country : a novel","DeMille","Nelson","Banned pending investigation","The last thing Paul Brenner wanted to do was return to work for the Army's Criminal Investigative Division, an organization that thanked him for his many years of dedicated service by forcing him into early retirement. But when his former boss calls in a career's worth of favors, Paul finds himself investigating a murder that took place back in Vietnam thirty years before. Now, returning to a time and place that still haunts him, Paul is swept up in the battle of his life as he struggles to find justice.","Fiction, Thriller, Mystery, Mystery Thriller, Suspense, Historical Fiction, Military Fiction"
"First Semester","Cross II","Cecil R.","Banned pending investigation","",""
"Blankets","Thompson","Craig","Banned","Blankets is the story of a young man coming of age and finding the confidence to express his creative voice. Craig Thompson's poignant graphic memoir plays out against the backdrop of a Midwestern winterscape: finely-hewn linework draws together a portrait of small town life, a rigorously fundamentalist Christian childhood, and a lonely, emotionally mixed-up adolescence.  Under an engulfing blanket of snow, Craig and Raina fall in love at winter church camp, revealing to one another their struggles with faith and their dreams of escape. Over time though, their personal demons resurface and their relationship falls apart. It's a universal story, and Thompson's vibrant brushstrokes and unique page designs make the familiar heartbreaking all over again.","Graphic Novels, Comics, Fiction, Young Adult, Romance, Graphic Novels Comics, Coming Of Age"
"As I Lay Dying","Faulkner","William","Banned pending investigation","As I Lay Dying is Faulkner’s harrowing account of the Bundren family’s odyssey across the Mississippi countryside to bury Addie, their wife and mother. Narrated in turn by each of the family members -- including Addie herself -- as well as others; the novel ranges in mood, from dark comedy to the deepest pathos. Considered one of the most influential novels in American fiction in structure, style, and drama, As I Lay Dying is a true 20th-century classic.  This edition reproduces the corrected text of As I Lay Dying as established in 1985 by Noel Polk.","Classics, Fiction, Literature, Novels, American, School, Southern Gothic"
"The Cost of Knowing","Morris","Brittney","Banned pending investigation","A novel about a Black teen who has the power to see into the future, whose life turns upside down when he foresees his younger brother’s imminent death.  Sixteen-year-old Alex Rufus is trying his best. He tries to be the best employee he can be at the local ice cream shop; the best boyfriend he can be to his amazing girlfriend, Talia; the best protector he can be over his little brother, Isaiah. But as much as Alex tries, he often comes up short.  It’s hard to for him to be present when every time he touches an object or person, Alex sees into its future. When he touches a scoop, he has a vision of him using it to scoop ice cream. When he touches his car, he sees it years from now, totaled and underwater. When he touches Talia, he sees them at the precipice of breaking up, and that terrifies him. Alex feels these visions are a curse, distracting him, making him anxious and unable to live an ordinary life.  And when Alex touches a photo that gives him a vision of his brother’s imminent death, everything changes.  With Alex now in a race against time, death, and circumstances, he and Isaiah must grapple with their past, their future, and what it means to be a young Black man in America in the present.","Young Adult, Contemporary, Fantasy, Magical Realism, Fiction, Science Fiction, Audiobook"
"Fable","Young","Adrienne","Banned by restriction","For seventeen-year-old Fable, the daughter of the most powerful trader in the Narrows, the sea is the only home she has ever known. It’s been four years since the night she watched her mother drown during an unforgiving storm. The next day her father abandoned her on a legendary island filled with thieves and little food. To survive she must keep to herself, learn to trust no one, and rely on the unique skills her mother taught her. The only thing that keeps her going is the goal of getting off the island, finding her father, and demanding her rightful place beside him and his crew. To do so Fable enlists the help of a young trader named West to get her off the island and across the Narrows to her father.  But her father’s rivalries and the dangers of his trading enterprise have only multiplied since she last saw him, and Fable soon finds that West isn't who he seems. Together, they will have to survive more than the treacherous storms that haunt the Narrows if they're going to stay alive.","Fantasy, Young Adult, Romance, Pirates, Young Adult Fantasy, Fiction, Audiobook"
"Life and Death: Twilight Reimagined","Meyer","Stephenie","Banned pending investigation","For the first time in a stand-alone paperback comes Stephenie Meyer's Life and Death, a compelling reimagining of the iconic love story that will surprise and enthrall readers. There are two sides to every story.... You know Bella and Edward, now get to know Beau and Edythe.   When Beaufort Swan moves to the gloomy town of Forks and meets the mysterious, alluring Edythe Cullen, his life takes a thrilling and terrifying turn. With her porcelain skin, golden eyes, mesmerizing voice, and supernatural gifts, Edythe is both irresistible and enigmatic.   What Beau doesn't realize is the closer he gets to her, the more he is putting himself and those around him at risk. And, it might be too late to turn back....   With a foreword and afterword by Stephenie Meyer, this compelling reimagining of the iconic love story is a must-read for fans everywhere.  has enraptured millions of readers since its first publication in 2005 and has become a modern classic, redefining genres within young adult literature and inspiring a phenomenon that has had readers yearning for more. The novel was a #1 bestseller, a #1 bestseller, a magazine Best Young Adult Book of All-Time, an NPR Best Ever Teen Novel, and a Editor's Choice. The Twilight Saga, which also includes , , , , and , has sold nearly 155 million copies worldwide.","Fantasy, Romance, Young Adult, Vampires, Fiction, Paranormal, Urban Fantasy"
"Later","King","Stephen","Banned pending investigation","The son of a struggling single mother, Jamie Conklin just wants an ordinary childhood. But Jamie is no ordinary child. Born with an unnatural ability his mom urges him to keep secret, Jamie can see what no one else can see and learn what no one else can learn. But the cost of using this ability is higher than Jamie can imagine - as he discovers when an NYPD detective draws him into the pursuit of a killer who has threatened to strike from beyond the grave.  Later is Stephen King at his finest, a terrifying and touching story of innocence lost and the trials that test our sense of right and wrong. With echoes of King's classic novel It, Later is a powerful, haunting, unforgettable exploration of what it takes to stand up to evil in all the faces it wears.","Horror, Fiction, Thriller, Audiobook, Mystery, Crime, Paranormal"
"Relish: My Life in the Kitchen","Knisley","Lucy","Banned","A vibrant, food-themed memoir from beloved indie cartoonist Lucy Knisley.  Lucy Knisley loves food. The daughter of a chef and a gourmet, this talented young cartoonist comes by her obsession honestly. In her forthright, thoughtful, and funny memoir, Lucy traces key episodes in her life thus far, framed by what she was eating at the time and lessons learned about food, cooking, and life. Each chapter is bookended with an illustrated recipe—many of them treasured family dishes, and a few of them Lucy's original inventions.  A welcome read for anyone who ever felt more passion for a sandwich than is strictly speaking proper, is a book for our time: it invites the reader to celebrate food as a connection to our bodies and a connection to the earth, rather than an enemy, a compulsion, or a consumer product.","Graphic Novels, Memoir, Food, Nonfiction, Comics, Biography, Cooking"
"Cursor's Fury","Butcher","Jim","Banned","Since the Second Battle of Calderon, only the courage, determination and sacrifice of loyal subjects of the realm of Alera have prevented the unthinkable—a civil war that could leave Alera in ruins, devestated and vulernable to its enemies. Loyal Alerans have given their blood and lives to preserve the realm.  It was not enough. Though the insurrection of the High Lords against the First Lord, Gaius Sextus, has been delayed for several years, it has only been the calm before the storm.  Civil war shatters the realm.  Now, the power-hungry High Lord of Kalare has launched a merciless, devastating rebellion against Gaius. Caught off guard by the sheer power of Kalare’s attack, Gaius Primus and the loyal forces of Alera must fight for the survival of the realm, beside the most dangerous of allies—the equally rebellious and power-hungry High Lord and Lady of Aquitaine.  Trapped in the besieged city of Ceres, Isana of Calderon survives the attack of Kalare’s assassins, and must fight to save the life of the wounded slave, Fade, poisoned while defending Isana from her attackers. The secrets of her past loom large in deed and memory, as she at last confronts the dark truths of her own past.  Countess Amara, Cursor to the First Lord, must carry out a desperate rescue operation, freeing hostages taken by Kalare and held against the military neutrality of loyal High Lords. The survival of the realm could hinge on the success of her mission: but is her ally, Lady Aquitaine, sincere in her efforts to assist—or will she betray the young Cursor and the First Lord she serves?  Sent away from the theater of the civil war by a protective First Lord, young Tavi of Calderon joins the newly formed First Aleran Legion as its juniormost officer under an assumed name as a spy for the First Lord—but when civil war erupts, Tavi’s captain learns that Kalare has done the unthinkable; allied himself to the Canim, a merciless, terrifying enemy of the realm, who have arrived in numbers more vast than any in history. When treachery from within its ranks destroys the command structure of the First Aleran, the young Cursor finds himself in command. The First Aleran is friable, undertrained, poorly equipped; and it is the only force standing between the Canim horde and the heart of war-torn Alera.","Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook, Magic, Adventure"
"Thinner","King","Stephen","Banned","After an old gypsy woman is killed by his car, lawyer Billy Halleck is stricken with a flesh-wasting malady and must undertake a nightmarish journey to confront the forces of death. Movie tie-in. Book available.","Horror, Fiction, Thriller, Fantasy, Supernatural, Paranormal, Audiobook"
